experiment,epoch,accuracy,loss,val_accuracy,val_loss,recall,f1_score,mcc,epoch_time
restnet50_5e-05_10,1.0,0.7523106932640076,0.6588451266288757,0.9492431282997132,0.1915256828069687,0.9492296374030144,0.9511982829581968,0.9300250846132276,228.85
restnet50_5e-05_10,2.0,0.9081658720970154,0.2844606637954712,0.9572573304176332,0.1450112611055374,0.9577639084356778,0.9596428698742572,0.9410989671559384,207.76
restnet50_5e-05_10,3.0,0.928516924381256,0.2214322388172149,0.9643810987472534,0.1246124282479286,0.9670049618237428,0.9669677342428562,0.950935508904636,205.16
restnet50_5e-05_10,4.0,0.9316543936729432,0.1953335106372833,0.9652715921401978,0.114142008125782,0.9672950517907252,0.9678672911903186,0.9521549630069542,192.44
restnet50_5e-05_10,5.0,0.9404731392860411,0.1748663038015365,0.966162085533142,0.1050183102488517,0.9696868040984716,0.9687543525782848,0.953407423201914,191.08
restnet50_5e-05_10,6.0,0.9486984014511108,0.1558940261602401,0.9643810987472534,0.1011863946914672,0.9656117793428284,0.9667762279421612,0.9509582810536332,176.63
restnet50_5e-05_10,7.0,0.950733482837677,0.1400419175624847,0.9652715921401978,0.0995163097977638,0.9668987416321942,0.967465215397072,0.9521887335553556,154.25
restnet50_5e-05_10,8.0,0.9544644951820374,0.1358208507299423,0.96972393989563,0.0940328240394592,0.9722641236861006,0.9714642327881652,0.9583282998381476,153.78
restnet50_5e-05_10,9.0,0.9592130780220032,0.1258324086666107,0.9715049266815186,0.0890425592660904,0.9736642096996724,0.9728601744845468,0.9607826951040368,151.04
restnet50_5e-05_10,10.0,0.9596370458602904,0.121522307395935,0.972395360469818,0.092043936252594,0.9748069757577712,0.9735385237214912,0.9620426013146955,153.16
restnet50_5e-05_12,1.0,0.7660476565361023,0.6093204021453857,0.951024055480957,0.1793564260005951,0.9523077898362742,0.9526933952226324,0.9325202402621496,165.61
restnet50_5e-05_12,2.0,0.9097769856452942,0.267303854227066,0.9554764032363892,0.1450859606266021,0.9556974127908624,0.9577232250992868,0.9387858828314928,153.59
restnet50_5e-05_12,3.0,0.9264817833900452,0.2129506468772888,0.9581478238105774,0.1273697316646576,0.9611763103045934,0.9607666517957758,0.9424203716459288,156.23
restnet50_5e-05_12,4.0,0.9375901222229004,0.1836383640766143,0.9572573304176332,0.1199414730072021,0.959189860928102,0.9596915118965916,0.9412227794939844,152.55
restnet50_5e-05_12,5.0,0.9436954259872437,0.1694411188364029,0.9617096781730652,0.1029322445392608,0.9629703097922568,0.963506658221298,0.9472508743691592,150.87
restnet50_5e-05_12,6.0,0.9489527940750122,0.1510911583900451,0.966162085533142,0.1011652052402496,0.968605791318876,0.96869496623595,0.9534252653981984,152.66
restnet50_5e-05_12,7.0,0.954634130001068,0.1381728649139404,0.966162085533142,0.0980903953313827,0.9690531644787376,0.9683381208183944,0.953441755153838,155.15
restnet50_5e-05_12,8.0,0.9537861347198486,0.1322175562381744,0.9759572744369508,0.0919484347105026,0.9768110189440928,0.9766735754044154,0.9669381220119871,149.82
restnet50_5e-05_12,9.0,0.9581107497215272,0.1220574080944061,0.972395360469818,0.0846414342522621,0.9737680332067816,0.9739006717775708,0.9619742038118274,152.15
restnet50_5e-05_12,10.0,0.959891438484192,0.1179488748311996,0.9732858538627625,0.0818144604563713,0.974412363103689,0.9745869698470496,0.9631994892243918,157.82
restnet50_5e-05_12,11.0,0.9611634016036988,0.1133859083056449,0.9750667810440063,0.0813952833414077,0.9766889024471626,0.9758491621907948,0.9656679031802616,159.19
restnet50_5e-05_12,12.0,0.9643856287002563,0.1069575175642967,0.9768477082252502,0.076325237751007,0.9777164555409884,0.9775898651346284,0.968115491387224,161.55
restnet50_5e-05_8,1.0,0.7515475153923035,0.6454338431358337,0.9536954760551452,0.1807172447443008,0.9553217923065914,0.9560889510783204,0.936187998016763,165.37
restnet50_5e-05_8,2.0,0.9070634841918944,0.2748121321201324,0.9643810987472534,0.1318466514348983,0.9669628915951368,0.9668691493691494,0.950935023642234,152.58
restnet50_5e-05_8,3.0,0.9258034229278564,0.2112797051668167,0.9652715921401978,0.1200551763176918,0.969075244213074,0.968378370017177,0.9522280016054238,154.31
restnet50_5e-05_8,4.0,0.9365725517272948,0.1809472888708114,0.9652715921401978,0.1088325828313827,0.9690004039729584,0.9679711318812488,0.9521841845068792,152.74
restnet50_5e-05_8,5.0,0.947426438331604,0.1617257595062255,0.966162085533142,0.105546236038208,0.9686989245488126,0.968751271876272,0.9534131416645508,150.56
restnet50_5e-05_8,6.0,0.9495463371276855,0.151030957698822,0.9670525193214417,0.0971795171499252,0.9698837608355176,0.968992347307316,0.9546365984765272,154.62
restnet50_5e-05_8,7.0,0.9545493125915528,0.1387088447809219,0.9688335061073304,0.0938591957092285,0.9712655538592684,0.970593687664192,0.9570862522547972,157.03
restnet50_5e-05_8,8.0,0.9559060335159302,0.1286881566047668,0.96972393989563,0.089364618062973,0.9720961502160486,0.9712935595714306,0.9583071239006384,152.16
restnet50_0.0001_10,1.0,0.8258289098739624,0.4626553654670715,0.9563668966293336,0.1404440551996231,0.9596027665720052,0.959733679942903,0.9399223971672728,162.42
restnet50_0.0001_10,2.0,0.9282625317573548,0.2128379344940185,0.9652715921401978,0.1158095225691795,0.9677424249505864,0.9677268637138764,0.9521679452100836,152.26
restnet50_0.0001_10,3.0,0.943949818611145,0.1689891219139099,0.96972393989563,0.1041551232337951,0.9728556930772287,0.9719263875740046,0.958318030086271,150.6
restnet50_0.0001_10,4.0,0.9498007297515868,0.1470130085945129,0.972395360469818,0.0942393168807029,0.9753291891577482,0.9745626900408612,0.961986637596798,158.84
restnet50_0.0001_10,5.0,0.9565843939781188,0.1333155781030655,0.9732858538627625,0.0927342101931572,0.976234625754644,0.9752571341934596,0.9632455951861282,153.84
restnet50_0.0001_10,6.0,0.9587891101837158,0.1211742311716079,0.9777382016181946,0.0830529928207397,0.9783097224365652,0.9781481605933102,0.9693306895914308,152.82
restnet50_0.0001_10,7.0,0.9605698585510254,0.1122725754976272,0.9777382016181946,0.0814088433980941,0.9787150253678206,0.9785114918964476,0.9693343773725508,154.86
restnet50_0.0001_10,8.0,0.9624353647232056,0.106991671025753,0.9768477082252502,0.0777432322502136,0.9780706954709134,0.9778227785959744,0.9681091527921424,152.51
restnet50_0.0001_10,9.0,0.9673535227775574,0.0984085649251937,0.9804096221923828,0.0679392740130424,0.9809274147483515,0.9805865950177496,0.9730258852464424,156.47
restnet50_0.0001_10,10.0,0.9666751623153688,0.0954465046525001,0.9795191287994384,0.0789492577314376,0.9805952545527632,0.9800366578570396,0.971807430511428,155.8
resnet50_0.0001_12,1.0,0.8259984850883484,0.4738966524600982,0.9617096781730652,0.1312601864337921,0.964582528744554,0.9650571142527729,0.9472464117533398,164.79
resnet50_0.0001_12,2.0,0.9293648600578308,0.2108005285263061,0.9688335061073304,0.1091890782117843,0.9725656031102464,0.9712001829213908,0.957100255369428,155.13
resnet50_0.0001_12,3.0,0.9418299198150636,0.1704684644937515,0.9652715921401978,0.1016585975885391,0.9671598483321828,0.9676298704722536,0.9521943353701592,148.86
resnet50_0.0001_12,4.0,0.9526838064193726,0.1434327065944671,0.972395360469818,0.088952861726284,0.9757765623176096,0.9745771098015203,0.9619978813211888,153.55
resnet50_0.0001_12,5.0,0.9550580978393556,0.1295961290597915,0.972395360469818,0.0928121507167816,0.9752360559278118,0.9746058428929066,0.961999419711798,154.6
resnet50_0.0001_12,6.0,0.9592978954315186,0.1241197437047958,0.974176287651062,0.0852595344185829,0.9755040661604576,0.9755131919355424,0.9644257659704544,151.46
resnet50_0.0001_12,7.0,0.9601458311080932,0.1126260384917259,0.9768477082252502,0.0788270309567451,0.9773111526097332,0.9774444775602192,0.968103174823294,152.79
resnet50_0.0001_12,8.0,0.9626897573471068,0.1031337305903434,0.9759572744369508,0.0734569728374481,0.9765736894828896,0.9767533387474916,0.9668732593475208,147.51
resnet50_0.0001_12,9.0,0.9659119844436646,0.0997110456228256,0.9759572744369508,0.0745834708213806,0.9765736894828896,0.9767533387474916,0.9668732593475208,149.96
resnet50_0.0001_12,10.0,0.9679470658302308,0.0933644026517868,0.9759572744369508,0.0787867531180381,0.9773332323440698,0.9771305281261032,0.9668805156515212,151.83
resnet50_0.0001_12,11.0,0.9696429967880248,0.0880905017256736,0.9777382016181946,0.0722875297069549,0.979162398527682,0.9785286361671388,0.9693408374054976,150.06
resnet50_0.0001_12,12.0,0.9726956486701964,0.0802883058786392,0.9795191287994384,0.0691180899739265,0.9802830848514444,0.980074167867865,0.9718121219301762,153.21
resnet50_0.0001_8,1.0,0.8126006722450256,0.5088890790939331,0.951024055480957,0.1516479402780532,0.956469044289197,0.9541702803141572,0.9326659818390586,164.53
resnet50_0.0001_8,2.0,0.9259730577468872,0.2175691425800323,0.9617096781730652,0.1192805245518684,0.9639581893419158,0.9647435477125323,0.9472259643959172,154.49
resnet50_0.0001_8,3.0,0.9414058923721312,0.1694421917200088,0.9688335061073304,0.1062681525945663,0.973012976270108,0.9710590083977116,0.9571243780146704,154.12
resnet50_0.0001_8,4.0,0.9501399397850036,0.1514687687158584,0.9732858538627625,0.0954424440860748,0.9758055455846034,0.9750317507998754,0.9632261403554944,150.74
resnet50_0.0001_8,5.0,0.954634130001068,0.1346058845520019,0.9688335061073304,0.0934578701853752,0.9718991934790028,0.9704651550550132,0.9571028254774956,151.53
resnet50_0.0001_8,6.0,0.9555668830871582,0.1304840892553329,0.9715049266815186,0.0987751260399818,0.974708636499626,0.9734650063389744,0.9608503140279142,152.81
resnet50_0.0001_8,7.0,0.960654616355896,0.1152123287320137,0.9759572744369508,0.0872450545430183,0.9790806547549092,0.9769941986589822,0.9669410621855802,153.93
resnet50_0.0001_8,8.0,0.9629440903663636,0.1081933826208114,0.9804096221923828,0.078555017709732,0.9821343307693932,0.9809821457579806,0.9730426347131284,153.36
resnet50_0.001_10,1.0,0.8940896987915039,0.3175493478775024,0.972395360469818,0.1052987352013588,0.9758879885373668,0.9738202130470042,0.9621381728974224,158.78
resnet50_0.001_10,2.0,0.9434410333633424,0.1679368317127227,0.96972393989563,0.1120800003409385,0.9731167997772172,0.9720846458855292,0.9583394055246464,152.31
resnet50_0.001_10,3.0,0.9510726928710938,0.136232852935791,0.9688335061073304,0.1050410792231559,0.972826709810235,0.9706180502675136,0.9571573468001618,150.96
resnet50_0.001_10,4.0,0.9550580978393556,0.1306061744689941,0.9804096221923828,0.0802556425333023,0.9822274639993296,0.9808262659814369,0.9730587213702406,150.81
resnet50_0.001_10,5.0,0.957008421421051,0.1191251501441001,0.96972393989563,0.0761947855353355,0.9698502916440171,0.9712368183346096,0.9582934696740292,149.93
resnet50_0.001_10,6.0,0.9584499001502992,0.1173940747976303,0.9750667810440063,0.0783179625868797,0.9772294088369604,0.975036814322534,0.9657145569934344,151.94
resnet50_0.001_10,7.0,0.9609938263893129,0.107085607945919,0.9652715921401978,0.1063194647431373,0.96974546981245,0.9640231963515123,0.9526058789466328,152.25
resnet50_0.001_10,8.0,0.9638769030570984,0.0990795642137527,0.9768477082252502,0.0757318809628486,0.9779027220008614,0.9770274623649766,0.9681685879698728,153.04
resnet50_0.001_10,9.0,0.9644704461097716,0.1014248952269554,0.9786286950111388,0.0732002854347229,0.9791913817946758,0.97859835629823,0.970588707746744,151.24
resnet50_0.001_10,10.0,0.963622510433197,0.0997074097394943,0.9732858538627625,0.090213842689991,0.9748176660349444,0.9744837758112096,0.9632249209419106,152.5
resnet50_0.001_12,1.0,0.9063851237297058,0.2694720029830932,0.9590383172035216,0.1259550899267196,0.9592568202348144,0.9614974744678167,0.9436404377367807,159.19
resnet50_0.001_12,2.0,0.941745102405548,0.1671439558267593,0.967943012714386,0.1121743246912956,0.967517205050249,0.968987733208016,0.955974768377067,154.48
resnet50_0.001_12,3.0,0.9489527940750122,0.1437541544437408,0.9759572744369508,0.0960694774985313,0.9772163218753482,0.9770331838166189,0.9669606917228184,151.57
resnet50_0.001_12,4.0,0.9541253447532654,0.1251390725374221,0.974176287651062,0.0908359736204147,0.9758345288515972,0.9756212829456672,0.9645244026801808,156.73
resnet50_0.001_12,5.0,0.9586195349693298,0.1165415123105049,0.9777382016181946,0.0731004327535629,0.9780486157365768,0.978092738277934,0.9693420146414204,157.82
resnet50_0.001_12,6.0,0.9610785841941832,0.1100070774555206,0.9813001155853271,0.0727959424257278,0.9817580111051316,0.9814560496619832,0.9742898526346344,153.33
resnet50_0.001_12,7.0,0.9631984829902648,0.1045519411563873,0.9759572744369508,0.0769962072372436,0.9779485789739832,0.9767231352440138,0.966923588403237,148.41
resnet50_0.001_12,8.0,0.9634528756141664,0.1044868975877761,0.9786286950111388,0.0782395899295806,0.9802541015844504,0.9796681917020122,0.9705657471433252,150.77
resnet50_0.001_12,9.0,0.9635376930236816,0.1030635237693786,0.974176287651062,0.0915491506457328,0.976897248641372,0.9757539012298044,0.964460400919775,152.98
resnet50_0.001_12,10.0,0.9605698585510254,0.1044997125864029,0.9768477082252502,0.0891032144427299,0.977977562240977,0.9778191949678984,0.9681078585577952,146.17
resnet50_0.001_12,11.0,0.966335952281952,0.0936650559306144,0.9795191287994384,0.0745328366756439,0.9805624845412536,0.979728479063329,0.9718896219688123,149.39
resnet50_0.001_12,12.0,0.9664207696914672,0.0984907820820808,0.9821905493736268,0.0747341215610504,0.9840055671816114,0.9827203641306366,0.9754959685877626,145.94
resnet50_0.001_8,1.0,0.9022301435470581,0.27070462703704834,0.9617096781730652,0.12060318887233734,0.9665948738235137,0.9651435783649552,0.9478678794593618,329.02
resnet50_0.001_8,2.0,0.9436106085777283,0.1637018620967865,0.967943012714386,0.11084796488285065,0.9706905799535126,0.9702282860313666,0.9559703289995145,313.45
resnet50_0.001_8,3.0,0.9516662359237671,0.14235401153564453,0.9750667810440063,0.08207204937934875,0.9758872893573762,0.975422054714741,0.9656640802771634,319.15
resnet50_0.001_8,4.0,0.950733482837677,0.13665981590747833,0.9759572744369507,0.08803774416446686,0.978447015135175,0.9767108752552406,0.9669290576912017,302.47
resnet50_0.001_8,5.0,0.9561604261398315,0.12464455515146255,0.9795191287994385,0.08074712008237839,0.9799288449215194,0.9790753194053736,0.971831338714422,307.64
resnet50_0.001_8,6.0,0.9598066806793213,0.11768463999032974,0.9777382016181946,0.07086531072854996,0.9780996787379073,0.9782645348192461,0.9693632389620843,296.09
resnet50_0.001_8,7.0,0.9599762558937073,0.11220788210630417,0.9715049266815186,0.09852119535207748,0.9738832461710548,0.9728348154091578,0.9607795847569891,295.82
resnet50_0.001_8,8.0,0.9619265794754028,0.10531944781541824,0.9777382016181946,0.07060182839632034,0.978808158597757,0.9781412453885684,0.9693466251760611,289.67
